number,title,classification,timestamp,latitude,longitude,geometry,index_right,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER
1204,Report 1204: Two hunters hear strange sounds similar to a woman screaming,Class B,1997-12-01T12:00:00Z,38.27832,-80.51534,POINT (-80.51534 38.27832),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
2786,Report 2786: On-going encounters makes rural family cautious,Class B,2001-06-15T12:00:00Z,38.46118,-82.07358,POINT (-82.07358 38.46118),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
3582,"Report 3582: Hunters hear vocalization in a hollow off Route 2, near Lesage",Class B,1960-11-15T12:00:00Z,38.5464,-82.25949,POINT (-82.25949 38.5464),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
3826,Report 3826: Night time visitor screams and leaves imprint near campers in West Virginia,Class B,1999-07-01T12:00:00Z,38.90203,-79.33517,POINT (-79.33517 38.90203),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
4237,Report 4237: Three youths have a menacing encounter near Beckley,Class B,1975-07-04T12:00:00Z,37.80531,-81.14714,POINT (-81.14714 37.80531),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
7241,Report 7241: ATV'ers find footprints near Pt.Pleasant,Class B,2001-01-20T12:00:00Z,38.8448,-82.0849,POINT (-82.0849 38.8448),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
7474,Report 7474: Deer hunters find footprints in Wildell Bottom,Class B,1991-10-19T12:00:00Z,38.7084,-79.7802,POINT (-79.7802 38.7084),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
7727,Report 7727: Mother and daughter find footprints in snow near Judy Gap,Class B,2004-01-01T12:00:00Z,38.6934,-79.5653,POINT (-79.5653 38.6934),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
8796,Report 8796: Hunter experiences object throwing and vocalizations near Onego,Class B,2001-10-16T12:00:00Z,38.8554,-79.3999,POINT (-79.3999 38.8554),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
11432,"Report 11432: Possible sighting during BFRO's West Virginia expedition, Spring 2005.",Class B,2005-04-13T12:00:00Z,38.10833,-80.17528,POINT (-80.17528 38.10833),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
12862,Report 12862: Possible vocalizations and rock clacking near Knob Fork,Class B,2005-10-09T12:00:00Z,39.6723,-80.5621,POINT (-80.5621 39.6723),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
13083,Report 13083: Participant observations during BFRO WV Expedition,Class B,2005-04-09T12:00:00Z,38.10785,-80.19044,POINT (-80.19044 38.10785),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
13122,Report 13122: Possible repeat approaches outside Circleville,Class B,1996-10-11T12:00:00Z,38.7016,-79.52835,POINT (-79.52835 38.7016),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
13141,Report 13141: Possible vocalizations heard by camper near Tygart Valley River,Class B,2005-05-30T12:00:00Z,39.05,-79.98335,POINT (-79.98335 39.05),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
13312,Report 13312: Bicyclist reports possible rock throwing incident outside Sistersville,Class B,2005-12-12T12:00:00Z,39.51,-80.985,POINT (-80.985 39.51),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
14037,Report 14037: Possible stalking and vocalizations near Frozen Camp,Class B,2006-05-16T12:00:00Z,38.8317,-81.5784,POINT (-81.5784 38.8317),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
14739,Report 14739: Possible vocalization and stalking near Spruce Flat,Class B,2004-10-30T12:00:00Z,38.20065,-80.17294,POINT (-80.17294 38.20065),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
15250,Report 15250: Possible sighting by child near home outside Arnoldsberg,Class B,2006-07-16T12:00:00Z,38.7365,-81.0321,POINT (-81.0321 38.7365),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
15475,Report 15475: Hunter describes being paralleled along railroad tracks northeast of Morgantown,Class B,2003-05-10T12:00:00Z,39.6716,-79.9442,POINT (-79.9442 39.6716),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
16228,Report 16228: Possible sighting by a security guard at strip mine outside Holden,Class B,1990-06-10T12:00:00Z,37.75415,-82.0029,POINT (-82.0029 37.75415),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
18793,Report 18793: Possible whoops heard in logging area outside the Monongahela National Forest,Class B,2007-05-20T12:00:00Z,38.8762,-79.95695,POINT (-79.95695 38.8762),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
23211,"Report 23211: Possible camp stalking at Glade Run Pond, Monon. Nat. Forest",Class B,1985-07-12T12:00:00Z,38.312,-80.429,POINT (-80.429 38.312),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
23648,Report 23648: Wood knocking startles target shooter outside of Shady Spring,Class B,2008-03-18T12:00:00Z,37.6665,-81.1447,POINT (-81.1447 37.6665),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
24494,Report 24494: Possible nighttime encounter while raccoon hunting outside Valley Head,Class B,2008-08-02T12:00:00Z,38.55,-79.98,POINT (-79.98 38.55),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
25062,Report 25062: Cave explorers recall bizarre experiences while camping in the Seneca Creek Backcountry,Class B,1994-11-05T12:00:00Z,38.788,-79.495,POINT (-79.495 38.788),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
26279,Report 26279: Logging reveals a brief sighting of a bipedal creature near Pennsboro,Class B,2002-08-13T12:00:00Z,39.355,-80.915,POINT (-80.915 39.355),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
26354,Report 26354: Rural residents describe loud vocalizations and strange incidents near Iaeger,Class B,2009-07-22T12:00:00Z,37.515,-81.8,POINT (-81.8 37.515),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
28382,Report 28382: Possible activity outside a residence near Lavalette,Class B,2008-10-15T12:00:00Z,38.3248,-82.4438,POINT (-82.4438 38.3248),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
30154,Report 30154: Turkey hunters hear possible howl and bipedal steps approach their camp near Brandywine,Class B,2010-11-01T12:00:00Z,38.57502,-79.18524,POINT (-79.18524 38.57502),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
35244,Report 35244: Fishermen hear loud screams while camped at Wildell,Class B,2012-04-27T12:00:00Z,38.712,-79.7773,POINT (-79.7773 38.712),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
36662,Report 36662: Traveler hears possible vocals from the forest during a roadside stop near Sugar Grove,Class B,2012-08-30T12:00:00Z,38.52026,-79.33413,POINT (-79.33413 38.52026),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
36700,Report 36700: Lone hiker wakes to rock clacks and heavy foot falls on the Allegheny Trail near Durbin,Class B,2012-06-15T12:00:00Z,38.7201,-79.7927,POINT (-79.7927 38.7201),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
37565,"Report 37565: Hunters hear possible vocalizations, large head seen peeking from behind boulders near Franklin",Class B,2012-11-19T12:00:00Z,38.6492,-79.26241,POINT (-79.26241 38.6492),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
39812,Report 39812: Family hears possible vocals on summer nights at their home near Dolly Sods Wilderness Area,Class B,2000-07-15T12:00:00Z,38.9706,-79.4123,POINT (-79.4123 38.9706),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
41880,Report 41880: Possible vocalizations heard from the Bear Heaven Campground east of Elkins,Class B,2013-08-14T12:00:00Z,38.93027,-79.68047,POINT (-79.68047 38.93027),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
42321,Report 42321: Recollection of a dark figure watching as they recovered their dirt bikes near Wellsburg,Class B,1990-08-08T12:00:00Z,40.29,-80.585,POINT (-80.585 40.29),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
43193,Report 43193: Homeowner reports possible interactions that include his hunting dogs near Pax,Class B,2013-11-30T12:00:00Z,37.603,-81.2625,POINT (-81.2625 37.603),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
47225,Report 47225: Possible early morning sighting by a couple driving near Hedgesville,Class B,2014-11-12T12:00:00Z,39.51256,-78.05424,POINT (-78.05424 39.51256),4,54,01779805,0400000US54,54,WV,West Virginia,00,62266474513,489028543
514,Report 514: Early evening sighting by motorist near Sorrento,Class A,2000-10-23T12:00:00Z,30.1878,-90.8493,POINT (-90.8493 30.1878),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1313,Report 1313:  creature walked directly towards witness.,Class A,1987-11-15T12:00:00Z,32.7817,-93.9467,POINT (-93.9467 32.7817),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1458,"Report 1458: A motorist observed a hunched over, brownish-red creature crossing the road #2. Cast made of a 12"" track, only a couple of days old, that was found 1/2 to 3/4 of a mile into the woods by BFRO investigator Scott Kessler",Class A,2000-04-05T12:00:00Z,31.6825,-92.3104,POINT (-92.3104 31.6825),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1459,Report 1459: Witness looked  up into the eyes of Bigfoot,Class A,1978-07-15T12:00:00Z,31.3799,-92.37835,POINT (-92.37835 31.3799),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1460,Report 1460: Two Large Creatures Were Seen Coming Out of Creek,Class A,1977-07-15T12:00:00Z,31.1375,-92.4976,POINT (-92.4976 31.1375),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1461,Report 1461: Witnesses saw Creature next to a Broken Tree,Class A,1981-06-01T12:00:00Z,31.3058,-92.4054,POINT (-92.4054 31.3058),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1501,"Report 1501: Two witnesses see a large, black creature while loading firewood on a truck",Class A,1977-11-15T12:00:00Z,32.8057,-92.40895,POINT (-92.40895 32.8057),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1502,"Report 1502: Five year old boy approached by a large, bi-pedal animal covered in dark hair",Class A,1979-07-15T12:00:00Z,31.1458,-93.2512,POINT (-93.2512 31.1458),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1536,Report 1536: Two teenage deer hunters have encounter while hunting,Class A,2000-11-18T12:00:00Z,31.6825,-92.3104,POINT (-92.3104 31.6825),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1537,Report 1537: Forest Service surveyor finds over 20 large foot prints along a forest service road,Class A,1996-12-06T12:00:00Z,31.4871,-92.3309,POINT (-92.3309 31.4871),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
3631,"Report 3631: Late afternoon sighting by motorists, off I-49 20 miles south of Natchitoches",Class A,1993-03-05T12:00:00Z,31.6498,-93.0887,POINT (-93.0887 31.6498),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
3777,Report 3777: Logger has two encounters over three day period,Class A,2000-08-22T12:00:00Z,31.4676,-92.2508,POINT (-92.2508 31.4676),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
5609,Report 5609: Child has encounter while looking at the night sky,Class A,1985-07-01T12:00:00Z,31.3904,-92.3495,POINT (-92.3495 31.3904),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
6530,Report 6530: Child has encounter while playing near a creek,Class A,1982-06-05T12:00:00Z,30.49905,-91.01565,POINT (-91.01565 30.49905),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
7236,Report 7236: Pre-teens encounter 2 ape like creatures while exploring the woods,Class A,1980-07-05T12:00:00Z,31.14195,-93.2952,POINT (-93.2952 31.14195),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
7715,Report 7715: Duck hunters have early morning encounter,Class A,1972-10-14T12:00:00Z,30.2576,-92.6221,POINT (-92.6221 30.2576),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
9567,Report 9567: While taking dog outside witness sees large bipedal shadow next to his shed,Class A,2003-11-12T12:00:00Z,31.5831,-93.50845,POINT (-93.50845 31.5831),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
13350,Report 13350: Hunter observes upright hairy creature in the Kisatchie National Forest,Class A,2005-12-22T12:00:00Z,32.0199,-92.914,POINT (-92.914 32.0199),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
23227,Report 23227: Daylight sighting by squirrel hunter outside Sarepta,Class A,1971-11-12T12:00:00Z,32.895,-93.45,POINT (-93.45 32.895),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
23745,Report 23745: Man recounts boyhood sighting at home near Jigger,Class A,1980-06-15T12:00:00Z,32.0131,-91.14448,POINT (-91.14448 32.0131),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
26124,Report 26124: Man recalls seeing a large creature walk across his yard near Tioga,Class A,1980-10-15T12:00:00Z,31.40304,-92.46844,POINT (-92.46844 31.40304),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
48665,Report 48665: Woman has clear daytime view of a large Biped,Class A,2015-05-11T12:00:00Z,30.74715,-91.76733,POINT (-91.76733 30.74715),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
56107,Report 56107: Memory told of a nighttime sighting while working as a police officer answering a prowler call in Marrero,Class A,1970-05-15T12:00:00Z,29.5385,-90.593,POINT (-90.593 29.5385),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1278,"Report 1278: While hunting with his dog, a hunter observes a creature in the brush",Class B,1980-11-15T12:00:00Z,30.8346,-92.64896,POINT (-92.64896 30.8346),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
1516,"Report 1516: Unknown animal with loud scream visits lake front home, frightens dog; something heavy is heard walking in the water",Class B,1979-06-15T12:00:00Z,32.4197,-93.4386,POINT (-93.4386 32.4197),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
4552,Report 4552: Strange late night sounds heard near Norwood,Class B,2001-01-28T12:00:00Z,30.96745,-91.0955,POINT (-91.0955 30.96745),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
12087,Report 12087: Trapper experiences nighttime vocalizations,Class B,1997-01-04T12:00:00Z,30.509,-90.6763,POINT (-90.6763 30.509),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
23882,Report 23882: Woman recounts incident involving her father near town of Doyline on Lake Bistinue,Class B,1976-07-14T12:00:00Z,32.45763,-93.36627,POINT (-93.36627 32.45763),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
24413,Report 24413: Woman recounts a tale her Grandfather told her about a frightening incident near Horseshoe Lake,Class B,1925-10-14T12:00:00Z,31.08774,-91.84467,POINT (-91.84467 31.08774),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
25548,"Report 25548: A hunter recalls finding giant footprints as a boy, and recently heard a strange vocalization while hunting hogs late at night on the outskirts of Varnado",Class B,1991-06-01T12:00:00Z,30.85052,-89.81163,POINT (-89.81163 30.85052),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
28954,Report 28954: Possible encounter by hunters camping in the Kisatchie National Forest,Class B,2010-02-15T12:00:00Z,31.41787,-92.28034,POINT (-92.28034 31.41787),5,22,01629543,0400000US22,22,LA,Louisiana,00,111897594374,23753621895
8717,Report 8717: Snowmobilers have daylight sighting near Ashburnham,Class A,1977-12-17T12:00:00Z,42.6688,-71.9023,POINT (-71.9023 42.6688),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
23732,Report 23732: Sundown sighting by motorists near Rhode Island state border,Class A,2008-05-15T12:00:00Z,42.01496,-71.58914,POINT (-71.58914 42.01496),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
26277,Report 26277: Night sighting by a motorist near Freetown,Class A,2010-07-06T12:00:00Z,41.74419,-70.95906,POINT (-70.95906 41.74419),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
44263,Report 44263: Road crossing and a close call with a vehicle during the day outside Hanson,Class A,2013-06-25T12:00:00Z,42.09091,-71.42092,POINT (-71.42092 42.09091),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
49697,Report 49697: Daytime sighting while traveling on US-7 North of Williamstown,Class A,2015-09-05T12:00:00Z,42.7396,-73.21289,POINT (-73.21289 42.7396),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
8972,"Report 8972: Possible vocalizations heard by residents in the ""Bridgewater Triangle""",Class B,1979-07-13T12:00:00Z,42.12697,-70.97559,POINT (-70.97559 42.12697),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
20562,Report 20562: Man describes possible sighting in childhood near Sandwich,Class B,1977-12-15T12:00:00Z,41.73125,-70.48792,POINT (-70.48792 41.73125),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
20670,Report 20670: Unrecognized wailing heard near Scituate,Class B,2000-11-25T12:00:00Z,42.17865,-70.75587,POINT (-70.75587 42.17865),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
25364,Report 25364: Federal law enforcement agent describes possible snow tracks on private land adjacent to Pakamansett River @ 10 miles from Hockomock Swamp (w/ Photos),Class B,2009-05-17T12:00:00Z,41.60551,-70.97708,POINT (-70.97708 41.60551),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
25719,Report 25719: Wood Knocks Heard Near Assawompsett Pond,Class B,2009-11-17T12:00:00Z,41.83664,-70.89049,POINT (-70.89049 41.83664),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
28017,Report 28017: Hikers observe and cast possible fresh footprints in Leominister State Forest,Class B,2010-11-08T12:00:00Z,42.54334,-71.80123,POINT (-71.80123 42.54334),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
28667,Report 28667: Resident hears possible early morning vocalizations near Westfield,Class B,2011-08-14T12:00:00Z,42.08179,-72.82665,POINT (-72.82665 42.08179),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
38386,Report 38386: Night fisherman has possible encounter at the Cobble Mountain Reservoir,Class B,2000-10-01T12:00:00Z,42.12302,-72.89154,POINT (-72.89154 42.12302),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
46780,Report 46780: Possible nighttime sighting while driving over a bridge near Charlemont,Class B,2015-04-20T12:00:00Z,42.64809,-72.91994,POINT (-72.91994 42.64809),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
46973,Report 46973: Hikers hear possible knocks and howls in The Berkshires,Class B,2015-11-06T12:00:00Z,42.34607,-73.16418,POINT (-73.16418 42.34607),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
49512,Report 49512: Possible structure found when checking out the location of a sighting near Lakeville,Class B,2015-04-09T12:00:00Z,41.85164,-70.95207,POINT (-70.95207 41.85164),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
51359,Report 51359: Man records possible wood knocks in Southern Berkshires,Class B,2016-02-28T12:00:00Z,42.08354,-73.47686,POINT (-73.47686 42.08354),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
51847,"Report 51847: Hikers have possible daytime encounter on state's highest peak, Mount Greylock",Class B,2016-04-30T12:00:00Z,42.63678,-73.16617,POINT (-73.16617 42.63678),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
56293,Report 56293: Another possible encounter along Appalachian Trail,Class B,2015-09-11T12:00:00Z,42.07867,-73.38644,POINT (-73.38644 42.07867),7,25,00606926,0400000US25,25,MA,Massachusetts,00,20205125364,7129925486
27702,Report 27702: Man recalls seeing a tall dark creature behind his house at dusk near Laurel,Class A,2010-08-15T12:00:00Z,39.08414,-76.82731,POINT (-76.82731 39.08414),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
31814,Report 31814: Memories told of several incidents including an observation through a rifle scope while target practicing outside Street,Class A,1993-09-15T12:00:00Z,39.67183,-76.34047,POINT (-76.34047 39.67183),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
16204,Report 16204: Repeat visitations described near rural home,Class A,2006-10-08T12:00:00Z,39.5226,-78.49429,POINT (-78.49429 39.5226),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
10687,Report 10687: Child sees large figure looking at him in window at night,Class B,1972-08-15T12:00:00Z,39.01142,-76.53862,POINT (-76.53862 39.01142),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
10778,Report 10778: Vocals and thrown objects experienced by two friends exploring,Class B,1994-08-15T12:00:00Z,39.21564,-77.4608,POINT (-77.4608 39.21564),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
12601,"Report 12601: Bow hunter hears vocalizations, smells foul odor",Class B,2005-09-14T12:00:00Z,38.81639,-76.54514,POINT (-76.54514 38.81639),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
24952,Report 24952: Bird watcher experiences unusual activity while hiking in the Oxbow Lake Nature Preserve,Class B,2008-05-01T12:00:00Z,39.11378,-76.811,POINT (-76.811 39.11378),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
25137,Report 25137: Memory told of a possible late night sighting while driving near Hurlock,Class B,1999-04-15T12:00:00Z,38.63295,-75.80465,POINT (-75.80465 38.63295),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
29330,Report 29330: Recollection of possible vocalizations and brush crashing while camping in the Lil-Aaron Straus Wilderness Area,Class B,1989-05-15T12:00:00Z,39.64819,-78.32549,POINT (-78.32549 39.64819),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
30634,Report 30634: Night hikers possibly stalked near Bee Tree Preserve,Class B,2011-05-14T12:00:00Z,39.6946,-76.6691,POINT (-76.6691 39.6946),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
46620,Report 46620: Possible nighttime sighting through a living room window near Potomac,Class B,2014-03-15T12:00:00Z,39.06392,-77.2948,POINT (-77.2948 39.06392),40,24,01714934,0400000US24,24,MD,Maryland,00,25151100280,6979966958
810,"Report 810: witness describes an ""ape-like"" creature along a road.",Class A,1997-11-15T12:00:00Z,43.74,-84.58583,POINT (-84.58583 43.74),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
815,"Report 815: Witness observes strange ""monkey-like"" animal from bedroom window.",Class A,1987-08-15T12:00:00Z,43.26806,-82.53083,POINT (-82.53083 43.26806),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
1811,"Report 1811: Witness and cousin see ""hairy brown man-like creature"" watching them",Class A,1977-09-15T12:00:00Z,43.59611,-84.42722,POINT (-84.42722 43.59611),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
2787,Report 2787: Horseback rider has close range sighting in jackpine forest,Class A,1991-08-01T12:00:00Z,46.61183,-87.73236,POINT (-87.73236 46.61183),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
2830,Report 2830: BF shakes bush and screams at 2 hunters,Class A,1972-11-15T12:00:00Z,43.79834,-84.2114,POINT (-84.2114 43.79834),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
2953,Report 2953: 2 witnesses see a BF at night in the headlights,Class A,2001-08-07T12:00:00Z,42.30472,-83.60472,POINT (-83.60472 42.30472),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
4325,"Report 4325: Nighttime sighting by three in car, near Mt. Pleasant",Class A,1990-10-20T12:00:00Z,43.5975,-84.66833,POINT (-84.66833 43.5975),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
4414,"Report 4414: Nighttime sighting by four witnesses, near Plainwell",Class A,2002-05-26T12:00:00Z,42.39472,-85.60028,POINT (-85.60028 42.39472),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
4502,Report 4502: Late night sighting by motorist on 19 Mile Rd. near Greenville,Class A,2002-06-12T12:00:00Z,43.235,-85.34194,POINT (-85.34194 43.235),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
4613,Report 4613: Two firefighters have near collision with animal north of Houghton Lake.,Class A,1980-08-12T12:00:00Z,44.4355,-84.7602,POINT (-84.7602 44.4355),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
5280,Report 5280: Two cars stop to let pair of BF cross the road.,Class A,2002-11-07T12:00:00Z,42.86361,-86.16861,POINT (-86.16861 42.86361),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
5321,"Report 5321: Having morning coffee and looking out the window, man sees tall black ""ape"" walking in his woods.",Class A,1999-02-15T12:00:00Z,43.41444,-83.18583,POINT (-83.18583 43.41444),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
5652,Report 5652: Apelike creature seen by children on a sand dune near Caseville,Class A,1965-07-15T12:00:00Z,43.94111,-83.27139,POINT (-83.27139 43.94111),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
7096,Report 7096: Bikers have daylight sighting near Marquette.,Class A,1996-07-14T12:00:00Z,46.47182,-87.42407,POINT (-87.42407 46.47182),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
7399,Report 7399: Large Hairy Arm Knocks in Window Screen,Class A,1977-05-15T12:00:00Z,41.93,-84.35389,POINT (-84.35389 41.93),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
7408,"Report 7408: Bigfoot tries to hide under brush, leaves legs exposed",Class A,2003-11-15T12:00:00Z,43.92736,-83.92834,POINT (-83.92834 43.92736),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
8389,Report 8389: Young man sees strange animal running down road under streetlight.,Class A,2004-03-27T12:00:00Z,42.40611,-83.58,POINT (-83.58 42.40611),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
9872,Report 9872: Sisters have nighttime sighting near Buckley.,Class A,1998-08-10T12:00:00Z,44.51436,-85.82096,POINT (-85.82096 44.51436),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
10151,Report 10151: Motorist has nighttime sighting of animal near Marshall.,Class A,1974-09-16T12:00:00Z,42.323,-85.05965,POINT (-85.05965 42.323),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
10904,Report 10904: Deer hunter watches large bipedal animal in Rifle River State Park.,Class A,2003-11-17T12:00:00Z,44.36434,-84.05358,POINT (-84.05358 44.36434),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
15187,"Report 15187: Resident reports numerous incidents in his neighborhood outside Allen, near borders of MI, IN and OH",Class A,2006-04-11T12:00:00Z,41.9773,-84.7802,POINT (-84.7802 41.9773),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
15479,Report 15479: Daylight sighting in woods behind high school outside Houghton Lake,Class A,1999-04-14T12:00:00Z,44.29188,-84.72922,POINT (-84.72922 44.29188),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
